sentence,theme,confidence,report_year,source_file
River Front Development works such as improvement of bathing ghats.,water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"Afforestation on the river banks, Public Participation & Awareness and other activities.",water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"The Central Government has given Ganga the status of a 'National River' and has constituted a 'National Ganga River Basin Authority' (NGRBA) on February 20, 2009.",water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"The NGRBA is set up as an empowered planning, financing, monitoring and coordinating authority for the conservation of Ganga River Initiatives during 2008-09 - Setting up of National Ganga River Basin Authority (NGRBA) Ministry of Environment and Forests 147 with a holistic approach under Section 3(3) of the Environment (Protection) Act, 1986.",biodiversity,0.6,2008-09,moefcc_2008_09.pdf
"The Union Ministers of Environment & Forests, Finance, Urban Development, Water Resources, Power, Science & Technology, Deputy Chairman, Planning Commission are also the members of the Authority.",water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"Upto five experts in the fields of environmental engineering, hydrology, river conservation, social mobilization, etc can be co-opted as members.",water_conservation,0.4,2008-09,moefcc_2008_09.pdf
The Authority will take measures for effective abatement of pollution and conservation of the river Ganga in keeping with sustainable development needs.,eco_friendly_practices,0.4,2008-09,moefcc_2008_09.pdf
"These include:  Development of river basin management plan and regulation of activities aimed at the prevention, control and abatement of pollution in the river Ganga to maintain its water quality and to take measures relevant to river ecology and management in the Ganga Basin States;   Maintenance of minimum ecological flows in the river Ganga with the aim of e n s u r i n g w a t e r q u a l",water_conservation,1.0,2008-09,moefcc_2008_09.pdf
"Measures necessary for planning, financing and execution of programmes for abatement of pollution in the river Ganga including augmentation of sewerage infrastructure, catchment area treatment, protection of flood plains, creating public awareness and such other measures for promoting environmentally sustainable river conservation;   Collection, analysis and dissemination of information relating to environmental pollution in the river Ganga;   Investigations and research regarding problems of environmental pollution and conservation of the river Ganga;   Creation of special purpose vehicles, as appropriate, for implementation of works vested with the Authority;   Promotion of water conservation practices including recycling and reuse, rain water harvesting, and decentralised sewage treatment systems;   Monitoring and review of the implementation of various programmes or activities taken up for prevention, control and abatement of pollution in the river Ganga; and   Issuance of directions under section 5 of the Environment (Protection) Act, 1986 for the purpose of exercising and performing all or any of the above functions and for achievement of its objectives.",water_conservation,1.0,2008-09,moefcc_2008_09.pdf
The Notification also provides for constitution of a State River Conservation Authority by the State Governments concerned under the Annual Report 2008-09 Chapter 5 148 chairmanship of the Chief Minister for coordinating and implementing the river conservation activities at the State level.,water_conservation,0.2,2008-09,moefcc_2008_09.pdf
The present sanctioned cost of National River Conservation Project (NRCP) projects is Rs.4382.27 crore covering one hundred sixty five towns along polluted stretches of thirty six rivers spread over twenty States (Annexure-V).,water_conservation,0.2,2008-09,moefcc_2008_09.pdf
Some of the important River Action Plan are detailed below.,water_conservation,0.2,2008-09,moefcc_2008_09.pdf
The Ganga Action Plan initiated in 1985 is the first River Action Plan.,water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"Besides other pollution abatement works, a sewage treatment capacity of 869 mld (million litres per day) was created under Phase-I and an amount of Activities/Progress under National River Conservation Project (NRCP) Ganga Action Plan (GAP) about Rs. 452 crore was spent under the Plan.",water_conservation,0.4,2008-09,moefcc_2008_09.pdf
Works under Ganga Action Plan Phase-II covers fifty nine towns along the main stem of river Ganga at an approved cost of Rs. 730.09 crore.,water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"Under Yamuna Action Plan Phase-I, assisted by the Japan Bank for International Cooperation (JBIC), a total of 753 mld sewage treatment capacity was created and this Phase was declared complete in March, 2003.",water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"A view of Sewage Treatment Plant (Primary Clarifier) in Hardwar 149 Cooperation Agency (JICA) which has been merged with JBIC for implementation of Yamuna Action Plan (YAP) Phase II, which is part of the National River Conservation Plan (NRCP).",water_conservation,0.4,2008-09,moefcc_2008_09.pdf
"The project has been approved at an estimated cost of Rs. 624 crore for abatement of pollution of river Yamuna in Delhi, Uttar Pradesh (eight towns) and Haryana (six towns) under YAP-II.",water_conservation,0.2,2008-09,moefcc_2008_09.pdf
A sewage treatment capacity of 189 mld is targeted to be created besides major rehabilitation/replacement works for sewers and other pollution abatement works.,water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"64.01 crore for taking up river pollution abatement works in the towns of Lucknow, Sultanpur and Jaunpur, out of which major works for about Rs.47.75 crore are for Lucknow.",water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"The works in this phase include three sewage treatment plants with a total capacity of 375 mld (over and above the 42 mld capacity being set up in the first phase), interception and diversion works of sewage of the remaining drains and other miscellaneous items such as river front development, low cost sanitation units, public awareness and participation, etc. Out of thirty schemes sanctioned, works on six schemes have been completed so far.",water_conservation,0.4,2008-09,moefcc_2008_09.pdf
"Besides the river Ganga and its tributaries covered under GAP-I and GAP-II, the NRCD has taken up the pollution abatement projects of fourteen other States covering thirty one rivers and sixty nine towns.",water_conservation,0.2,2008-09,moefcc_2008_09.pdf
The schemes of GAP-II and other rivers of the country have been merged under National River Conservation Plan based on 70:30 Gomti Action Plan (GoAP) Other River Action Plans funding pattern and river water pollution abatement works under this Head.,water_conservation,0.6,2008-09,moefcc_2008_09.pdf
"A target of 4210.48 mld sewage treatment capacity sanctioned on the basis of DPRs within the approved cost of the respective projects, a capacity to treat 2698 mld of sewage has been created till January 2009, besides 869 mld capacity already been created under the Ganga Action Plan Phase-I",water_conservation,0.2,2008-09,moefcc_2008_09.pdf
It was targeted to create 355.5 mld capacity through commissioning of Sewage Treatment Plants (STP) during the year 2008-09.,water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"The water quality of river Ganga is being monitored since 1986 from Rishikesh in Uttaranchal to Uluberia in West Bengal by institutions such as Pollution Control Research Institute (Hardwar), CPCB Zonal Office Lucknow, Indian Institute of Technology, Kanpur, Patna University and Bidhan Chandra Krishi Vishwavidyalaya, Kalyani.",water_conservation,0.6,2008-09,moefcc_2008_09.pdf
"As a result of the projects completed under Details of Projects Approved/Completed Water Quality Management Plan for River Ganga Ministry of Environment and Forests 151 Ganga Action Plan, the water quality of river Ganga has shown a general improvement despite tremendous population growth along the river banks.",water_conservation,0.6,2008-09,moefcc_2008_09.pdf
The summer average values of two important river water quality parameters viz.,water_conservation,0.4,2008-09,moefcc_2008_09.pdf
Dissolved Oxygen (DO) and Biochemical Oxygen Demand (BOD) recorded in some of the important monitoring stations on river Ganga is given in Table-13.,water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"The water quality monitoring has also been undertaken for rivers namely, Yamuna, Western Yamuna Canal, Gomti, Hindon, Satluj (Punjab), Cauvery (Tamil Nadu), Tunga, Bhadra, Tungbhadra in Karnataka and Waterways of Chennai.",water_conservation,0.4,2008-09,moefcc_2008_09.pdf
The number of monitoring stations presently are one hundred fifty eight in ten rivers which include twenty seven stations set up in the upper reaches of Ganga and thirty two stations of Chennai Waterways.,water_conservation,0.2,2008-09,moefcc_2008_09.pdf
The objectives of the Scheme is to restore and conserve the polluted lakes in urban and semiurban areas of the country degraded due to waste water discharge into the lake.,water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"The activities covered under National Lake National Lake Conservation Plan (NLCP) Objectives Annual Report 2008-09 Chapter 5 152 Conservation Plan (NLCP) include the following:  Prevention of pollution from point sources by intercepting, diverting and treating the pollution load entering the Lakes from the entire lake catchment area.",water_conservation,0.4,2008-09,moefcc_2008_09.pdf
"In-situ measures of lake cleaning such as de-silting de-weeding, bio-remediation etc.",water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"Catchments area treatment which may include bunding, afforestation, storm water, drainage, fencing and shore line development etc.",water_conservation,0.2,2008-09,moefcc_2008_09.pdf
"National Lake Conservation Plan (NLCP) is a Centrally Sponsored Scheme of Ministry of Environment & Forests, for conservation/ restoration of polluted and degraded lakes.",biodiversity,0.4,2008-09,moefcc_2008_09.pdf
"The scheme of National Lake Conservation Plan was initiated with the approval of Conservation and Management Plans of three lakes namely, Powai (Maharashtra), Ooty and Kodaikanal (Tamil Nadu), in June, 2001 at a cost of Rs. 14.90 crore.",water_conservation,0.2,2008-09,moefcc_2008_09.pdf
